user,date,total_events,unique_event_types,total_data_mb,max_data_mb,off_hours_activity,risky_event_count,actual_label,avg_events,avg_data_mb,avg_off_hours,event_deviation,data_deviation,off_hours_deviation,anomaly,risk_score,risk_level
frank,2026-07-24,13,5,0.5276050567626953,0.183074951171875,2,2,1,12.0,0.3260814666748047,1.3,1.0,0.20152359008789061,0.7,1,14.050288374032446,Normal
charlie,2026-07-13,16,6,0.38007450103759766,0.09681224822998047,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,3.366666666666667,0.05466489791870116,0.6333333333333333,1,13.987207339413022,Normal
henry,2026-07-18,15,6,0.3592815399169922,0.14488506317138672,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,2.2666666666666675,-0.039506816864013694,-0.033333333333333215,1,13.902692768019232,Normal
bob,2026-07-08,16,5,0.33397865295410156,0.06769275665283203,1,1,1,13.3,0.3794918378194173,1.9333333333333333,2.6999999999999993,-0.04551318486531575,-0.9333333333333333,1,13.764334921867901,Normal
charlie,2026-07-26,17,5,0.4372520446777344,0.1828756332397461,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,4.366666666666667,0.11184244155883788,0.6333333333333333,1,13.719911275230567,Normal
grace,2026-07-22,12,4,0.18327808380126953,0.02788066864013672,0,0,0,13.866666666666667,0.4211228052775065,1.9666666666666666,-1.8666666666666671,-0.23784472147623698,-1.9666666666666666,1,13.381334707919681,Normal
charlie,2026-07-04,9,4,0.10456371307373047,0.022603988647460938,0,0,0,12.633333333333333,0.3254096031188965,1.3666666666666667,-3.633333333333333,-0.22084589004516603,-1.3666666666666667,1,13.155471102063505,Normal
emma,2026-07-23,11,4,0.1824197769165039,0.02823925018310547,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,-0.12587181727091473,-1.2666666666666666,1,13.149832275218143,Normal
emma,2026-06-30,16,5,0.3754396438598633,0.1724863052368164,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,4.2666666666666675,0.06714804967244464,-0.2666666666666666,1,13.145688140091599,Normal
charlie,2026-07-01,16,6,0.4633169174194336,0.18997859954833984,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,3.366666666666667,0.1379073143005371,0.6333333333333333,1,13.030584606757618,Normal
henry,2026-07-17,15,5,0.2775306701660156,0.048232078552246094,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,2.2666666666666675,-0.12125768661499026,-1.0333333333333332,1,12.867724107334395,Normal
henry,2026-07-08,15,6,0.3907051086425781,0.1022796630859375,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,2.2666666666666675,-0.008083248138427757,-0.033333333333333215,1,12.853908129592462,Normal
alice,2026-07-25,8,5,0.21630859375,0.11434268951416016,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-4.633333333333333,-0.08442846934000653,-0.16666666666666674,1,12.686518152118555,Normal
charlie,2026-07-17,11,6,0.32929229736328125,0.1240701675415039,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-1.6333333333333329,0.0038826942443847545,0.6333333333333333,1,12.398263963858561,Normal
bob,2026-07-25,14,6,0.5628776550292969,0.17544174194335938,3,3,1,13.3,0.3794918378194173,1.9333333333333333,0.6999999999999993,0.18338581720987956,1.0666666666666667,1,12.259259441203463,Normal
alice,2026-07-24,15,5,0.23604774475097656,0.051753997802734375,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,2.366666666666667,-0.06468931833902997,-0.16666666666666674,1,12.228767472219513,Normal
david,2026-07-21,15,5,0.22220611572265625,0.07795238494873047,1,1,1,11.1,0.31158746083577477,1.4,3.9000000000000004,-0.08938134511311852,-0.3999999999999999,1,12.168000956481663,Normal
emma,2026-07-21,7,4,0.10457420349121094,0.025896072387695312,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-4.7333333333333325,-0.2037173906962077,-1.2666666666666666,1,12.08659939553993,Normal
alice,2026-07-13,16,5,0.36266422271728516,0.16734600067138672,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,3.366666666666667,0.06192715962727863,-0.16666666666666674,1,12.043379815451809,Normal
alice,2026-06-29,16,6,0.40603160858154297,0.1234445571899414,2,2,1,12.633333333333333,0.30073706309000653,1.1666666666666667,3.366666666666667,0.10529454549153644,0.8333333333333333,1,11.98910670727587,Normal
david,2026-07-06,9,5,0.174530029296875,0.0751810073852539,1,1,1,11.1,0.31158746083577477,1.4,-2.0999999999999996,-0.13705743153889977,-0.3999999999999999,1,11.94511494715551,Normal
grace,2026-06-28,16,5,0.3947582244873047,0.13838768005371094,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,2.133333333333333,-0.02636458079020182,-0.9666666666666666,1,11.626328538608158,Normal
emma,2026-07-17,11,6,0.43892574310302734,0.1694812774658203,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,0.1306341489156087,0.7333333333333334,1,11.391792915880233,Normal
grace,2026-06-30,15,6,0.42008399963378906,0.13270092010498047,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,1.1333333333333329,-0.0010388056437174442,0.03333333333333344,1,10.930468032378354,Normal
henry,2026-07-27,9,5,0.22687435150146484,0.12624263763427734,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,-3.7333333333333325,-0.17191400527954104,-1.0333333333333332,1,10.881436655079659,Normal
bob,2026-07-19,12,5,0.3615741729736328,0.1870441436767578,1,1,1,13.3,0.3794918378194173,1.9333333333333333,-1.3000000000000007,-0.017917664845784498,-0.9333333333333333,1,10.77949850120393,Normal
bob,2026-07-27,12,4,0.13873672485351562,0.025829315185546875,0,0,0,13.3,0.3794918378194173,1.9333333333333333,-1.3000000000000007,-0.24075511296590169,-1.9333333333333333,1,10.711318043710156,Normal
charlie,2026-07-19,13,5,0.4956808090209961,0.1880807876586914,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,0.36666666666666714,0.1702712059020996,0.6333333333333333,1,10.611714281321902,Normal
bob,2026-07-02,15,5,0.5151004791259766,0.1585407257080078,2,2,1,13.3,0.3794918378194173,1.9333333333333333,1.6999999999999993,0.13560864130655925,0.06666666666666665,1,10.519531031215756,Normal
david,2026-07-03,9,5,0.1851034164428711,0.09184074401855469,1,1,1,11.1,0.31158746083577477,1.4,-2.0999999999999996,-0.12648404439290367,-0.3999999999999999,1,10.476344738082723,Normal
henry,2026-07-24,11,4,0.17992496490478516,0.027039527893066406,0,0,0,12.733333333333333,0.3987883567810059,2.033333333333333,-1.7333333333333325,-0.21886339187622073,-2.033333333333333,1,10.181733858873642,Normal
henry,2026-07-15,16,5,0.285888671875,0.1277914047241211,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,3.2666666666666675,-0.11289968490600588,-1.0333333333333332,1,10.170345137321899,Normal
emma,2026-07-07,11,5,0.18068408966064453,0.05346870422363281,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,-0.1276075045267741,-0.2666666666666666,1,10.075233090284511,Normal
henry,2026-07-06,12,4,0.16000652313232422,0.026879310607910156,0,0,0,12.733333333333333,0.3987883567810059,2.033333333333333,-0.7333333333333325,-0.23878183364868166,-2.033333333333333,1,9.997527351541361,Normal
frank,2026-07-17,12,5,0.33241939544677734,0.10123157501220703,2,2,1,12.0,0.3260814666748047,1.3,0.0,0.006337928771972645,0.7,1,9.962708283231077,Normal
grace,2026-07-05,10,5,0.25131797790527344,0.11827468872070312,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-3.866666666666667,-0.16980482737223307,-0.9666666666666666,1,9.846176967941135,Normal
emma,2026-07-19,8,4,0.14262008666992188,0.02851104736328125,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-3.7333333333333325,-0.16567150751749676,-1.2666666666666666,1,9.797488076207282,Normal
emma,2026-07-11,10,4,0.10753440856933594,0.02496337890625,0,0,0,11.733333333333333,0.30829159418741864,1.2666666666666666,-1.7333333333333325,-0.2007571856180827,-1.2666666666666666,1,9.676301562920466,Normal
frank,2026-07-26,12,4,0.13274860382080078,0.026976585388183594,0,0,0,12.0,0.3260814666748047,1.3,0.0,-0.19333286285400392,-1.3,1,9.597677805123437,Normal
frank,2026-06-29,8,4,0.1578197479248047,0.027818679809570312,0,0,0,12.0,0.3260814666748047,1.3,-4.0,-0.16826171875,-1.3,1,9.475545517337029,Normal
grace,2026-07-02,13,5,0.4400653839111328,0.17365074157714844,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-0.8666666666666671,0.018942578633626306,0.03333333333333344,1,9.423925812132552,Normal
henry,2026-07-02,14,6,0.4930143356323242,0.18863487243652344,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,1.2666666666666675,0.09422597885131834,-0.033333333333333215,1,9.39316496736738,Normal
charlie,2026-07-24,12,4,0.1552257537841797,0.023545265197753906,0,0,0,12.633333333333333,0.3254096031188965,1.3666666666666667,-0.6333333333333329,-0.1701838493347168,-1.3666666666666667,1,9.37278536994933,Normal
henry,2026-07-05,15,6,0.4133272171020508,0.11636829376220703,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,2.2666666666666675,0.0145388603210449,-0.033333333333333215,1,9.332241508638745,Normal
david,2026-07-23,10,4,0.1162881851196289,0.028423309326171875,0,0,0,11.1,0.31158746083577477,1.4,-1.0999999999999996,-0.19529927571614586,-1.4,1,9.22742806801489,Normal
frank,2026-07-13,8,4,0.1564617156982422,0.027228355407714844,0,0,0,12.0,0.3260814666748047,1.3,-4.0,-0.1696197509765625,-1.3,1,9.137254423273612,Normal
charlie,2026-07-15,9,5,0.2251720428466797,0.07416534423828125,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-3.633333333333333,-0.10023756027221681,-0.3666666666666667,1,9.089300712276822,Normal
david,2026-07-11,12,6,0.48578739166259766,0.1660623550415039,2,2,1,11.1,0.31158746083577477,1.4,0.9000000000000004,0.1741999308268229,0.6000000000000001,1,8.886436348357565,Normal
alice,2026-07-04,14,5,0.369537353515625,0.16687297821044922,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,1.3666666666666671,0.06880029042561847,-0.16666666666666674,1,8.708152232709645,Normal
frank,2026-07-16,8,4,0.11359786987304688,0.024435997009277344,0,0,0,12.0,0.3260814666748047,1.3,-4.0,-0.21248359680175782,-1.3,1,8.451664936232893,Normal
grace,2026-07-13,12,5,0.3373861312866211,0.1714468002319336,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-1.8666666666666671,-0.08373667399088541,-0.9666666666666666,1,8.373175414879269,Normal
charlie,2026-07-21,12,6,0.4030904769897461,0.12104415893554688,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-0.6333333333333329,0.0776808738708496,0.6333333333333333,1,8.328423326414534,Normal
frank,2026-07-14,12,5,0.38474559783935547,0.10649394989013672,2,2,1,12.0,0.3260814666748047,1.3,0.0,0.05866413116455077,0.7,1,8.316645094440629,Normal
emma,2026-07-15,11,5,0.17799854278564453,0.06433296203613281,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-0.7333333333333325,-0.1302930514017741,-0.2666666666666666,1,8.151361618384483,Normal
david,2026-07-14,11,5,0.3686494827270508,0.16618061065673828,2,2,1,11.1,0.31158746083577477,1.4,-0.09999999999999964,0.057062021891276016,0.6000000000000001,1,8.134562490461173,Normal
alice,2026-07-20,8,4,0.11701202392578125,0.025533676147460938,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-4.633333333333333,-0.18372503916422528,-1.1666666666666667,1,8.046852809485845,Normal
emma,2026-07-24,12,5,0.23067474365234375,0.04807758331298828,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,0.2666666666666675,-0.07761685053507489,-0.2666666666666666,1,7.845567546169444,Normal
david,2026-07-22,9,4,0.11577224731445312,0.024898529052734375,0,0,0,11.1,0.31158746083577477,1.4,-2.0999999999999996,-0.19581521352132164,-1.4,1,7.840543906031497,Normal
henry,2026-07-04,13,5,0.4051675796508789,0.17658615112304688,2,2,1,12.733333333333333,0.3987883567810059,2.033333333333333,0.2666666666666675,0.006379222869873025,-0.033333333333333215,1,7.823128115934266,Normal
david,2026-07-18,11,6,0.3792572021484375,0.1506481170654297,2,2,1,11.1,0.31158746083577477,1.4,-0.09999999999999964,0.06766974131266273,0.6000000000000001,1,7.6485724446055485,Normal
henry,2026-07-20,9,5,0.28996849060058594,0.13517379760742188,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,-3.7333333333333325,-0.10881986618041994,-1.0333333333333332,1,7.522442246757727,Normal
alice,2026-07-26,11,5,0.22866344451904297,0.1673564910888672,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-1.6333333333333329,-0.07207361857096356,-0.16666666666666674,1,7.4308185309528625,Normal
charlie,2026-07-02,12,5,0.29438304901123047,0.18216228485107422,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,-0.6333333333333329,-0.031026554107666027,-0.3666666666666667,1,7.365841036415802,Normal
grace,2026-07-15,15,5,0.4556741714477539,0.1429910659790039,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,1.1333333333333329,0.0345513661702474,0.03333333333333344,1,7.357394087091115,Normal
alice,2026-07-10,11,5,0.20680999755859375,0.054317474365234375,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-1.6333333333333329,-0.09392706553141278,-0.16666666666666674,1,7.343683205884993,Normal
charlie,2026-07-07,15,6,0.47081661224365234,0.14941024780273438,2,2,1,12.633333333333333,0.3254096031188965,1.3666666666666667,2.366666666666667,0.14540700912475585,0.6333333333333333,1,7.159576512709062,Normal
david,2026-07-09,8,4,0.11355400085449219,0.02561187744140625,0,0,0,11.1,0.31158746083577477,1.4,-3.0999999999999996,-0.19803345998128258,-1.4,1,6.993002199351281,Normal
emma,2026-07-18,12,5,0.34448909759521484,0.13365459442138672,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,0.2666666666666675,0.036197503407796205,0.7333333333333334,1,6.889028863993967,Normal
grace,2026-07-21,14,5,0.367156982421875,0.16603565216064453,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,0.13333333333333286,-0.05396582285563151,-0.9666666666666666,1,6.857770871203122,Normal
charlie,2026-06-29,9,4,0.13649368286132812,0.02534198760986328,0,0,0,12.633333333333333,0.3254096031188965,1.3666666666666667,-3.633333333333333,-0.18891592025756837,-1.3666666666666667,1,6.340943449067722,Normal
grace,2026-07-19,14,6,0.4403095245361328,0.14318561553955078,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,0.13333333333333286,0.019186719258626306,0.03333333333333344,1,6.258804901595591,Normal
emma,2026-07-03,13,6,0.46289920806884766,0.1580657958984375,2,2,1,11.733333333333333,0.30829159418741864,1.2666666666666666,1.2666666666666675,0.15460761388142902,0.7333333333333334,1,6.09795918769317,Normal
grace,2026-07-11,14,6,0.49132251739501953,0.15261363983154297,2,2,1,13.866666666666667,0.4211228052775065,1.9666666666666666,0.13333333333333286,0.07019971211751302,0.03333333333333344,1,5.986067031291855,Normal
frank,2026-07-25,10,4,0.16405010223388672,0.027631759643554688,0,0,0,12.0,0.3260814666748047,1.3,-2.0,-0.16203136444091798,-1.3,1,5.929749645491059,Normal
alice,2026-07-05,11,4,0.12617015838623047,0.027919769287109375,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-1.6333333333333329,-0.17456690470377606,-1.1666666666666667,1,5.804182859054176,Normal
alice,2026-07-06,15,5,0.29280662536621094,0.1425304412841797,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,2.366666666666667,-0.007930437723795591,-0.16666666666666674,1,5.789096389826082,Normal
emma,2026-07-27,14,5,0.3332710266113281,0.12640953063964844,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,2.2666666666666675,0.024979432423909487,-0.2666666666666666,1,5.649551980803167,Normal
bob,2026-07-07,13,5,0.38959693908691406,0.14241409301757812,2,2,1,13.3,0.3794918378194173,1.9333333333333333,-0.3000000000000007,0.010105101267496752,0.06666666666666665,1,5.5707252585065214,Normal
david,2026-06-28,10,5,0.215850830078125,0.10486030578613281,1,1,1,11.1,0.31158746083577477,1.4,-1.0999999999999996,-0.09573663075764977,-0.3999999999999999,1,5.491164787925712,Normal
david,2026-07-01,11,5,0.290924072265625,0.10167121887207031,1,1,1,11.1,0.31158746083577477,1.4,-0.09999999999999964,-0.020663388570149765,-0.3999999999999999,1,5.479515968009423,Normal
alice,2026-07-23,10,4,0.14049720764160156,0.02720165252685547,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-2.633333333333333,-0.16023985544840497,-1.1666666666666667,1,5.415755085637728,Normal
emma,2026-07-13,10,5,0.27057361602783203,0.1554279327392578,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,-1.7333333333333325,-0.03771797815958661,-0.2666666666666666,1,5.3217044394973225,Normal
emma,2026-07-09,13,5,0.3102245330810547,0.17602252960205078,1,1,1,11.733333333333333,0.30829159418741864,1.2666666666666666,1.2666666666666675,0.0019329388936360492,-0.2666666666666666,1,5.211288181028552,Normal
alice,2026-06-28,14,5,0.24631977081298828,0.0767660140991211,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,1.3666666666666671,-0.05441729227701825,-0.16666666666666674,1,5.123449727667424,Normal
henry,2026-07-13,10,5,0.25741004943847656,0.13437461853027344,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,-2.7333333333333325,-0.14137830734252932,-1.0333333333333332,1,5.071544134759945,Normal
alice,2026-07-11,10,5,0.2695159912109375,0.13851070404052734,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-2.633333333333333,-0.03122107187906903,-0.16666666666666674,1,4.936603246905912,Normal
david,2026-07-27,12,6,0.38932228088378906,0.1469278335571289,2,2,1,11.1,0.31158746083577477,1.4,0.9000000000000004,0.0777348200480143,0.6000000000000001,1,4.855485973192454,Normal
frank,2026-07-09,12,6,0.4003267288208008,0.1566019058227539,2,2,1,12.0,0.3260814666748047,1.3,0.0,0.07424526214599608,0.7,1,4.78843568305321,Normal
alice,2026-07-01,11,4,0.13578128814697266,0.02756977081298828,0,0,0,12.633333333333333,0.30073706309000653,1.1666666666666667,-1.6333333333333329,-0.16495577494303387,-1.1666666666666667,1,4.757352302833677,Normal
charlie,2026-07-11,11,4,0.16546630859375,0.026926040649414062,0,0,0,12.633333333333333,0.3254096031188965,1.3666666666666667,-1.6333333333333329,-0.1599432945251465,-1.3666666666666667,1,4.734021519348444,Normal
alice,2026-07-17,12,5,0.19032001495361328,0.09031105041503906,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,-0.6333333333333329,-0.11041704813639325,-0.16666666666666674,1,4.731000503232696,Normal
bob,2026-07-22,14,5,0.2457132339477539,0.06797218322753906,1,1,1,13.3,0.3794918378194173,1.9333333333333333,0.6999999999999993,-0.1337786038716634,-0.9333333333333333,1,4.633521104061695,Normal
frank,2026-07-15,11,5,0.25313854217529297,0.07296371459960938,1,1,1,12.0,0.3260814666748047,1.3,-1.0,-0.07294292449951173,-0.30000000000000004,1,4.120425295404022,Normal
charlie,2026-06-28,14,5,0.34089088439941406,0.16042709350585938,1,1,1,12.633333333333333,0.3254096031188965,1.3666666666666667,1.3666666666666671,0.015481281280517567,-0.3666666666666667,1,3.845433627837397,Normal
grace,2026-07-27,13,5,0.3185539245605469,0.15425872802734375,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,-0.8666666666666671,-0.10256888071695963,-0.9666666666666666,1,3.5860947023320264,Normal
henry,2026-07-26,14,5,0.33888816833496094,0.1531229019165039,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,1.2666666666666675,-0.059900188446044944,-1.0333333333333332,1,3.2594135809123728,Normal
grace,2026-07-17,14,5,0.29975318908691406,0.1424112319946289,1,1,1,13.866666666666667,0.4211228052775065,1.9666666666666666,0.13333333333333286,-0.12136961619059244,-0.9666666666666666,1,3.1583603300043888,Normal
bob,2026-06-29,14,5,0.25521183013916016,0.09608650207519531,1,1,1,13.3,0.3794918378194173,1.9333333333333333,0.6999999999999993,-0.12428000768025715,-0.9333333333333333,1,2.821561398526323,Normal
bob,2026-07-18,14,5,0.28873348236083984,0.0897226333618164,1,1,1,13.3,0.3794918378194173,1.9333333333333333,0.6999999999999993,-0.09075835545857747,-0.9333333333333333,1,2.7085666361017795,Normal
alice,2026-06-30,14,5,0.30942249298095703,0.1361398696899414,1,1,1,12.633333333333333,0.30073706309000653,1.1666666666666667,1.3666666666666671,0.008685429890950502,-0.16666666666666674,1,2.1519049421190832,Normal
henry,2026-07-16,11,5,0.2885713577270508,0.1392650604248047,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,-1.7333333333333325,-0.1102169990539551,-1.0333333333333332,1,1.589234670326626,Normal
henry,2026-07-10,13,5,0.3020200729370117,0.12506866455078125,1,1,1,12.733333333333333,0.3987883567810059,2.033333333333333,0.2666666666666675,-0.09676828384399416,-1.0333333333333332,1,1.102969312575938,Normal
david,2026-07-25,11,5,0.2748394012451172,0.13222312927246094,1,1,1,11.1,0.31158746083577477,1.4,-0.09999999999999964,-0.03674805959065758,-0.3999999999999999,1,0.8993427745902061,Normal
bob,2026-07-16,14,5,0.30239105224609375,0.13899993896484375,1,1,1,13.3,0.3794918378194173,1.9333333333333333,0.6999999999999993,-0.07710078557332356,-0.9333333333333333,1,0.0,Normal
